koi_id,Teff,Teff_err1,Teff_err2,logg,logg_err1,logg_err2,FeH,FeH_err1,FeH_err2
K00483,5631.00,152.00,-169.00,4.557,0.042,-0.168,-0.0600,0.3000,-0.3000
K00484,5211.00,141.00,-141.00,4.643,0.030,-0.090,-0.4000,0.3500,-0.3000
K00486,5565.00,111.00,-100.00,4.361,0.138,-0.103,0.0000,0.1500,-0.1500
K00487,5657.00,152.00,-152.00,4.508,0.069,-0.161,-0.2600,0.3000,-0.3000
K00488,5684.00,170.00,-170.00,4.493,0.112,-0.138,-0.6600,0.3000,-0.3000
K00490,4799.00,95.00,-95.00,4.631,0.012,-0.048,-0.0200,0.1500,-0.1500
K00492,5275.00,78.00,-78.00,4.397,0.120,-0.080,0.1800,0.1500,-0.1500
K00494,3787.00,163.00,-204.00,4.775,0.096,-0.056,-0.2200,0.2000,-0.1500
K00496,4868.00,73.00,-65.00,3.902,0.069,-0.138,0.3200,0.1500,-0.1000
K00497,5946.00,71.00,-79.00,4.309,0.110,-0.121,0.1600,0.1500,-0.1500
K00499,5288.00,184.00,-184.00,4.541,0.051,-0.119,0.1000,0.2500,-0.3000
K00500,4041.00,72.00,-88.00,4.697,0.024,-0.027,-0.1400,0.1500,-0.1500
K00501,5770.00,78.00,-78.00,4.333,0.110,-0.110,0.1600,0.1500,-0.1500
K00503,4213.00,84.00,-84.00,4.658,0.025,-0.020,-0.1000,0.1500,-0.1500
K00504,5538.00,74.00,-83.00,4.384,0.116,-0.105,0.1400,0.1500,-0.1500
K00505,5001.00,99.00,nan,4.582,0.024,-0.048,0.0400,0.1500,-0.1500
K00507,5289.00,159.00,-159.00,4.477,0.115,-0.127,-0.1800,0.3000,-0.3000
K00508,5674.00,103.00,-114.00,4.446,0.034,-0.128,0.4800,0.0500,-0.1500
K00509,5456.00,81.00,-81.00,4.450,0.072,-0.096,0.1400,0.1500,-0.1500
K00510,5527.00,111.00,-111.00,4.376,0.099,-0.110,0.2600,0.1500,-0.1500
K00511,6032.00,163.00,-181.00,4.395,0.165,-0.182,-0.7800,0.3000,-0.3000
K00512,5638.00,154.00,-171.00,4.327,0.149,-0.182,0.3200,0.1000,-0.3000
K00513,6520.00,157.00,-246.00,4.375,0.065,-0.195,0.0700,0.2000,-0.3500
K00517,5461.00,73.00,-82.00,4.499,0.042,-0.098,0.1200,0.1500,-0.1500
K00518,4859.00,97.00,-97.00,4.615,0.049,-0.021,-0.5200,0.1500,-0.1500
K00519,6063.00,181.00,-217.00,4.470,0.054,-0.216,-0.0200,0.2500,-0.3000
K00520,4963.00,81.00,-74.00,4.501,0.072,-0.022,0.1600,0.1500,-0.1500
K00521,6032.00,189.00,-232.00,4.387,0.108,-0.201,-0.1400,0.3000,-0.3000
K00522,5862.00,158.00,-158.00,4.555,0.040,-0.160,-0.2800,0.3000,-0.3000
K00523,5768.00,78.00,-86.00,4.434,0.054,-0.126,0.1400,0.1500,-0.1500
K00524,5351.00,159.00,-159.00,4.582,0.030,-0.120,-0.0400,0.3000,-0.3000
K00525,5770.00,156.00,-173.00,4.289,0.204,-0.185,-0.0600,0.3000,-0.3000
K00526,5703.00,154.00,-188.00,4.498,0.036,-0.204,0.3600,0.1000,-0.3000
K00528,5386.00,80.00,-72.00,4.322,0.159,-0.130,0.1800,0.1500,-0.1000
K00530,5749.00,156.00,-173.00,4.547,0.042,-0.168,-0.1000,0.3000,-0.3000
K00531,4004.00,79.00,-79.00,4.659,0.035,-0.015,0.1200,0.1500,-0.1500
K00532,6123.00,171.00,-192.00,4.472,0.052,-0.221,-0.1400,0.2500,-0.3500
K00533,5372.00,160.00,-160.00,4.434,0.112,-0.154,-0.0200,0.3000,-0.3000
K00534,5299.00,159.00,-143.00,4.597,0.032,-0.097,-0.1400,0.3000,-0.3000
K00535,6050.00,181.00,-199.00,4.450,0.070,-0.210,-0.0400,0.2500,-0.3000
K00536,5460.00,81.00,-65.00,4.263,0.186,-0.124,0.1600,0.1500,-0.1000
K00537,5831.00,78.00,-78.00,4.359,0.095,-0.116,0.1600,0.1500,-0.1500
K00538,6191.00,169.00,-206.00,4.438,0.070,-0.210,-0.2400,0.2500,-0.3000
K00541,5569.00,149.00,-166.00,4.566,0.038,-0.152,-0.0800,0.3000,-0.3000
K00542,5735.00,155.00,-155.00,4.356,0.175,-0.193,-0.2000,0.3000,-0.3000
K00543,5041.00,83.00,-75.00,4.479,0.077,-0.033,0.1800,0.1500,-0.1500
K00546,6246.00,167.00,-223.00,4.433,0.056,-0.224,0.0700,0.2500,-0.3000
K00547,5121.00,84.00,-76.00,4.457,0.091,-0.039,0.1800,0.1500,-0.1500
K00548,6008.00,77.00,-83.00,4.350,0.076,-0.123,0.1400,0.1500,-0.1500
K00550,5627.00,101.00,-112.00,4.453,0.072,-0.108,0.0000,0.1500,-0.1500
K00551,5576.00,83.00,-75.00,4.257,0.168,-0.112,0.1400,0.1500,-0.1500
K00554,5857.00,78.00,-78.00,3.972,0.203,-0.087,0.0400,0.1500,-0.1500
K00555,5252.00,105.00,-105.00,4.442,0.105,-0.052,0.0400,0.1500,-0.1500
K00557,5185.00,154.00,-154.00,4.484,0.100,-0.100,-0.0600,0.3000,-0.3000
K00558,5506.00,166.00,-166.00,4.584,0.036,-0.144,-0.2000,0.3000,-0.3000
K00560,5309.00,143.00,-143.00,4.588,0.032,-0.097,-0.0800,0.3000,-0.3000
K00561,5077.00,101.00,-101.00,4.567,0.032,-0.048,0.0000,0.1500,-0.1500
K00563,5763.00,86.00,-78.00,4.181,0.162,-0.108,0.1600,0.1500,-0.1500
K00564,5751.00,78.00,-78.00,4.254,0.143,-0.104,0.1400,0.1500,-0.1500
K00566,6122.00,182.00,-200.00,4.487,0.054,-0.216,-0.1800,0.2500,-0.3500
K00567,5788.00,155.00,-155.00,4.524,0.060,-0.180,-0.3400,0.3000,-0.3000
K00568,5300.00,87.00,-71.00,4.385,0.132,-0.088,0.1800,0.1500,-0.1500
K00569,4979.00,82.00,-74.00,4.538,0.049,-0.036,0.1600,0.1500,-0.1500
K00571,3751.00,75.00,-84.00,4.800,0.065,-0.035,-0.3400,0.1500,-0.1500
K00572,6112.00,122.00,-134.00,4.281,0.125,-0.125,-0.0600,0.1500,-0.1500
K00573,5622.00,76.00,-84.00,4.346,0.126,-0.103,0.1400,0.1500,-0.1500
K00574,4963.00,79.00,-79.00,4.501,0.075,-0.025,0.1600,0.1500,-0.1500
K00575,6242.00,168.00,-224.00,4.442,0.056,-0.210,-0.1000,0.2500,-0.3000
K00577,5244.00,203.00,-184.00,4.449,0.112,-0.192,0.0200,0.3000,-0.2500
K00578,6026.00,190.00,-211.00,4.366,0.108,-0.201,-0.0200,0.2500,-0.3000
K00579,5103.00,101.00,-101.00,4.562,0.032,-0.052,0.0400,0.1500,-0.1500
K00580,5822.00,140.00,-175.00,4.529,0.042,-0.168,-0.0600,0.2500,-0.3500
K00581,5713.00,138.00,-173.00,4.541,0.042,-0.168,0.0700,0.2000,-0.3500
K00582,5105.00,84.00,-76.00,4.469,0.090,-0.030,0.1400,0.1500,-0.1500
K00583,5573.00,75.00,-75.00,4.177,0.203,-0.101,0.1600,0.1500,-0.1500
K00584,5475.00,109.00,-109.00,4.430,0.081,-0.108,0.2400,0.1500,-0.1500
K00585,5617.00,152.00,-152.00,4.574,0.038,-0.152,-0.2200,0.3000,-0.3000
K00586,5941.00,160.00,-178.00,4.519,0.048,-0.204,-0.1400,0.3000,-0.3000
K00587,5258.00,158.00,-142.00,4.513,0.095,-0.086,-0.3200,0.3500,-0.3000
K00588,4646.00,74.00,-83.00,4.539,0.054,-0.012,0.3400,0.1500,-0.1500
K00590,5876.00,79.00,-79.00,4.151,0.162,-0.108,0.1400,0.1500,-0.1500
K00592,6072.00,182.00,-182.00,4.411,0.105,-0.195,-0.3000,0.3000,-0.3000
K00593,6004.00,181.00,-199.00,4.484,0.052,-0.208,-0.0200,0.2500,-0.3000
K00596,3669.00,73.00,-91.00,4.787,0.054,-0.041,0.0000,0.1500,-0.1500
K00597,5565.00,83.00,-66.00,4.117,0.201,-0.093,0.1600,0.1500,-0.1000
K00598,5320.00,159.00,-143.00,4.589,0.028,-0.105,-0.0600,0.3000,-0.3000
K00599,6092.00,181.00,-200.00,4.496,0.052,-0.221,-0.2200,0.3000,-0.3000
K00600,5762.00,78.00,-78.00,4.283,0.137,-0.112,0.1000,0.1500,-0.1500
K00601,6122.00,169.00,-190.00,4.487,0.052,-0.208,-0.1800,0.2500,-0.3500
K00602,6253.00,169.00,-206.00,4.410,0.105,-0.195,-0.5400,0.3000,-0.3000
K00605,3939.00,297.00,-267.00,4.705,0.078,-0.052,-0.0400,0.2000,-0.1500
K00607,5713.00,77.00,-77.00,4.541,0.013,-0.085,0.0700,0.1500,-0.1500
K00610,4102.00,82.00,-90.00,4.675,0.022,-0.025,-0.0600,0.1500,-0.1500
K00611,6367.00,160.00,-208.00,4.419,0.065,-0.208,-0.1400,0.2500,-0.3000
K00612,5132.00,102.00,-102.00,4.571,0.032,-0.052,-0.0600,0.1500,-0.1500
K00614,5963.00,80.00,-80.00,4.218,0.143,-0.117,0.3400,0.1000,-0.1500
K00618,5672.00,154.00,-171.00,4.506,0.050,-0.200,0.1400,0.2500,-0.3000
K00620,6046.00,162.00,-198.00,4.486,0.052,-0.221,-0.0800,0.2500,-0.3500
K00621,5088.00,151.00,-136.00,4.612,0.061,-0.044,-0.5800,0.3000,-0.3000
K00622,4994.00,74.00,-82.00,3.509,0.143,-0.117,0.0000,0.1000,-0.1500
K00623,6003.00,96.00,-108.00,4.303,0.018,-0.014,-0.3800,0.1000,-0.1000
K00624,5569.00,111.00,-111.00,4.474,0.059,-0.110,0.0700,0.1500,-0.1500
K00626,6063.00,121.00,-133.00,4.290,0.137,-0.112,-0.1400,0.1500,-0.1500
K00627,5604.00,101.00,-124.00,4.520,0.028,-0.112,0.1800,0.1500,-0.1500
K00628,5784.00,104.00,-116.00,4.352,0.115,-0.115,0.0000,0.1500,-0.1500
K00629,6419.00,175.00,-213.00,4.175,0.240,-0.160,-0.4800,0.3000,-0.3000
K00631,5868.00,105.00,-117.00,4.169,0.176,-0.108,0.1000,0.1500,-0.1500
K00632,5411.00,96.00,-118.00,4.561,0.018,-0.096,0.0600,0.1500,-0.1500
K00633,5761.00,104.00,-115.00,4.383,0.095,-0.116,0.0000,0.1500,-0.1500
K00635,6020.00,108.00,-133.00,4.389,0.066,-0.123,0.0000,0.1500,-0.1500
K00638,5750.00,102.00,-125.00,4.538,0.026,-0.110,-0.0400,0.1500,-0.1500
K00639,6141.00,110.00,-135.00,4.272,0.080,-0.120,0.3400,0.1000,-0.1500
K00640,5324.00,106.00,-106.00,4.544,0.024,-0.090,0.2100,0.1500,-0.1500
K00641,4129.00,82.00,-82.00,4.636,0.028,-0.018,0.3000,0.1500,-0.1500
K00645,5877.00,105.00,-129.00,4.233,0.162,-0.108,-0.0400,0.1500,-0.1500
K00647,6011.00,108.00,-132.00,4.123,0.195,-0.105,-0.3000,0.1500,-0.1500
K00648,6526.00,177.00,-196.00,3.616,0.357,-0.084,-0.2400,0.3500,-0.2500
K00649,6188.00,110.00,-135.00,4.196,0.115,-0.126,0.4400,0.0500,-0.1500
K00650,5059.00,111.00,-91.00,3.976,0.378,-0.135,0.2400,0.1500,-0.1500
K00652,5303.00,106.00,-106.00,4.547,0.030,-0.070,0.0000,0.1500,-0.1500
K00654,5675.00,113.00,-113.00,4.459,0.081,-0.099,-0.1800,0.1500,-0.1500
K00655,6034.00,109.00,-133.00,4.359,0.063,-0.117,0.2400,0.1500,-0.1500
K00657,4671.00,93.00,-93.00,4.636,0.012,-0.042,0.0000,0.1500,-0.1500
K00658,5821.00,105.00,-117.00,4.355,0.121,-0.110,-0.0200,0.1500,-0.1500
K00659,5460.00,119.00,-108.00,3.626,0.278,-0.111,0.4200,0.0500,-0.1500
K00660,5460.00,120.00,-76.00,4.139,0.252,-0.108,0.0800,0.1500,-0.1000
K00661,5815.00,105.00,-117.00,4.270,0.156,-0.104,-0.0200,0.1500,-0.1500
K00662,5843.00,105.00,-117.00,4.250,0.137,-0.112,0.3000,0.1000,-0.1500
K00663,4121.00,74.00,-91.00,4.709,0.024,-0.030,-0.3400,0.1500,-0.1500
K00664,5762.00,104.00,-115.00,4.314,0.132,-0.108,0.0600,0.1500,-0.1500
K00665,5918.00,107.00,-119.00,4.127,0.168,-0.098,0.2100,0.1500,-0.1500
K00666,5629.00,101.00,-123.00,4.503,0.030,-0.120,0.2600,0.1500,-0.1500
K00670,5672.00,114.00,-114.00,4.279,0.156,-0.104,0.2000,0.1500,-0.1500
K00671,5966.00,107.00,-119.00,4.169,0.162,-0.108,0.1800,0.1500,-0.1500
K00672,5506.00,110.00,nan,4.473,0.064,-0.096,0.0400,0.1500,-0.1500
K00673,6570.00,156.00,-195.00,3.860,0.285,-0.114,-0.1200,0.3000,-0.2500
K00674,4877.00,63.00,-53.00,3.645,0.060,-0.066,0.1600,0.1000,-0.1000
K00676,3912.00,78.00,-86.00,4.728,0.030,-0.033,-0.1200,0.1500,-0.1500
K00678,5297.00,95.00,-116.00,4.578,0.014,-0.081,0.2100,0.1500,-0.1500
K00679,5867.00,104.00,-128.00,4.235,0.143,-0.117,0.2400,0.1500,-0.1500
K00680,6093.00,82.00,-82.00,3.475,0.285,-0.095,-0.1800,0.1500,-0.1500
K00683,5799.00,104.00,-116.00,4.408,0.066,-0.123,0.1400,0.1500,-0.1500
K00684,5548.00,168.00,-151.00,3.964,0.472,-0.157,0.1200,0.2500,-0.2500
K00685,6432.00,177.00,-243.00,4.164,0.180,-0.198,0.1400,0.2000,-0.3000
K00686,5589.00,111.00,-111.00,4.421,0.086,-0.105,0.0600,0.1500,-0.1500
K00687,5746.00,77.00,-77.00,4.039,0.202,-0.081,0.2400,0.1500,-0.1500
K00688,6185.00,80.00,-80.00,4.013,0.180,-0.120,0.3600,0.1000,-0.1500
K00689,5656.00,187.00,-187.00,4.607,0.036,-0.135,-0.5600,0.3000,-0.3000
K00691,5956.00,107.00,-119.00,4.322,0.137,-0.112,-0.2800,0.1500,-0.1500
K00692,5736.00,103.00,-125.00,4.467,0.030,-0.120,0.3400,0.1000,-0.1500
K00693,6000.00,106.00,-142.00,4.450,0.032,-0.128,0.1600,0.1500,-0.1500
K00694,5679.00,103.00,-125.00,4.487,0.024,-0.128,0.3000,0.1500,-0.1500
K00695,5739.00,103.00,-115.00,4.476,0.068,-0.102,-0.2600,0.1500,-0.1500
K00697,5827.00,104.00,-115.00,4.151,0.168,-0.098,0.1600,0.1500,-0.1500
K00700,5677.00,113.00,-113.00,4.563,0.018,-0.108,-0.1800,0.1500,-0.1500
K00701,4926.00,98.00,-98.00,4.653,0.017,-0.049,-0.3600,0.1500,-0.1500
K00704,5316.00,106.00,-106.00,4.570,0.020,-0.080,0.0000,0.1500,-0.1500
K00707,5900.00,117.00,-117.00,4.022,0.195,-0.090,0.0000,0.1500,-0.1500
K00708,6086.00,134.00,-134.00,4.274,0.143,-0.117,-0.1600,0.2000,-0.1500
K00709,5376.00,106.00,-106.00,4.516,0.060,-0.060,-0.1600,0.1500,-0.1500
K00710,6167.00,124.00,-124.00,4.037,0.182,-0.098,-0.1200,0.1500,-0.1500
K00711,5497.00,109.00,-109.00,4.394,0.090,-0.110,0.3800,0.1000,-0.1500
K00714,5328.00,106.00,-106.00,4.551,0.018,-0.102,0.3200,0.1000,-0.1500
K00716,6096.00,164.00,-183.00,4.511,0.054,-0.216,-0.3400,0.3000,-0.3000
K00717,5676.00,101.00,-113.00,4.247,0.143,-0.117,0.3200,0.1000,-0.1500
K00718,5788.00,104.00,-115.00,4.160,0.162,-0.108,0.2600,0.1500,-0.1500
K00719,4499.00,89.00,-89.00,4.635,0.032,-0.020,-0.2600,0.1500,-0.1500
K00720,5244.00,105.00,-105.00,4.538,0.045,-0.055,-0.0400,0.1500,-0.1500
K00721,5817.00,104.00,-116.00,4.293,0.143,-0.104,0.0000,0.1500,-0.1500
K00722,6086.00,134.00,-134.00,4.276,0.137,-0.112,-0.1000,0.2000,-0.1500
K00723,5431.00,164.00,-164.00,4.563,0.029,-0.152,0.1200,0.2500,-0.2500
K00728,6214.00,195.00,-282.00,4.442,0.056,-0.224,0.0700,0.2500,-0.3500
K00730,5814.00,78.00,-78.00,4.269,0.137,-0.112,0.1600,0.1500,-0.1500
K00732,5550.00,166.00,-183.00,4.500,0.046,-0.184,0.4600,0.0500,-0.3000
K00733,5016.00,100.00,-100.00,4.641,0.018,-0.053,-0.3400,0.1500,-0.1500
K00734,5955.00,161.00,-179.00,4.520,0.048,-0.192,-0.1600,0.3000,-0.3000
K00735,5237.00,157.00,-157.00,4.568,0.084,-0.056,-0.6000,0.3500,-0.3000
K00736,4126.00,82.00,-82.00,4.668,0.022,-0.022,-0.0600,0.1500,-0.1500
K00738,5730.00,90.00,-136.00,4.545,0.021,-0.052,-0.0600,0.1500,-0.1500
K00739,3736.00,75.00,-84.00,4.724,0.046,-0.021,0.1200,0.1500,-0.1500
K00740,4869.00,131.00,-146.00,4.636,0.027,-0.063,-0.1600,0.3000,-0.3000
K00746,4856.00,131.00,-146.00,4.583,0.065,-0.035,-0.3000,0.3000,-0.3000
K00747,4537.00,123.00,-123.00,4.648,0.020,-0.056,0.2100,0.2000,-0.3000
K00749,5185.00,85.00,-77.00,4.440,0.098,-0.045,0.1600,0.1500,-0.1500
K00750,4954.00,79.00,-79.00,4.500,0.075,-0.020,0.1800,0.1500,-0.1500
K00751,5339.00,175.00,-159.00,4.552,0.034,-0.136,0.1800,0.2000,-0.3000
K00752,5581.5,104.8,-99.0,4.467,0.035,-0.043,0.071,0.125,-0.13
K00753,5639.8,112.5,-106.6,4.232,0.056,-0.057,0.024,0.163,-0.167
K00755,5660.0,100.7,-95.2,4.486,0.033,-0.045,-0.07,0.133,-0.15
K00756,5850.0,118.7,-115.1,4.349,0.056,-0.059,-0.002,0.152,-0.16
K00757,4851.2,81.3,-76.7,4.587,0.024,-0.032,-0.031,0.12,-0.113
K00758,5015.00,164.00,-149.00,4.499,0.092,-0.115,0.1000,0.2500,-0.2500
K00759,5586.00,152.00,-152.00,4.560,0.050,-0.150,-0.3000,0.3000,-0.3000
K00760,5712.00,77.00,-77.00,4.359,0.110,-0.110,0.1000,0.1500,-0.1500
K00762,6075.00,189.00,-210.00,4.486,0.052,-0.208,-0.1200,0.2500,-0.3500
K00764,5468.00,180.00,-164.00,4.367,0.153,-0.187,0.2200,0.2000,-0.3000
K00765,5592.00,152.00,-152.00,4.582,0.036,-0.144,-0.2800,0.3000,-0.3000
K00766,6174.00,173.00,-239.00,4.417,0.056,-0.210,0.1000,0.2000,-0.3000
K00767,5532.00,74.00,-83.00,4.452,0.063,-0.108,0.1400,0.1500,-0.1500
K00769,5644.00,152.00,-169.00,4.564,0.032,-0.168,-0.1400,0.3000,-0.3000
K00773,5481.00,82.00,-74.00,4.369,0.121,-0.099,0.1600,0.1500,-0.1500
K00775,4126.00,82.00,-82.00,4.661,0.022,-0.022,0.0400,0.1500,-0.1500
K00776,5497.00,166.00,-149.00,4.577,0.034,-0.136,-0.1000,0.3000,-0.3000
K00777,5446.00,179.00,-163.00,4.507,0.116,-0.105,-0.5400,0.3500,-0.3000
K00778,4149.00,82.00,-91.00,4.698,0.024,-0.027,-0.3200,0.1500,-0.1500
K00780,5005.00,79.00,-79.00,4.595,0.012,-0.064,0.1400,0.1500,-0.1500
K00781,3688.00,73.00,-91.00,4.790,0.050,-0.045,0.0000,0.1500,-0.1500
K00782,5992.00,162.00,-180.00,4.415,0.105,-0.195,-0.3200,0.3000,-0.3000
K00783,5485.00,164.00,-180.00,4.556,0.028,-0.161,0.2100,0.2000,-0.3000
K00784,4077.00,81.00,-81.00,4.702,0.027,-0.027,-0.2400,0.1500,-0.1500
K00785,5557.00,166.00,-166.00,4.603,0.034,-0.128,-0.4000,0.3000,-0.3000
K00786,5880.00,157.00,-192.00,4.518,0.046,-0.196,-0.0600,0.3000,-0.3000
K00787,5714.00,77.00,-77.00,4.428,0.063,-0.117,0.1600,0.1500,-0.1500
K00788,5129.00,154.00,-154.00,4.595,0.030,-0.084,0.0200,0.2500,-0.3000
K00790,5354.00,159.00,-159.00,4.587,0.032,-0.104,-0.0800,0.3000,-0.3000
K00791,5795.00,156.00,-173.00,4.508,0.039,-0.208,-0.0200,0.2500,-0.3000
K00794,5519.00,82.00,-74.00,4.350,0.126,-0.103,0.1400,0.1500,-0.1500
K00795,5653.00,166.00,-166.00,4.656,0.028,-0.112,-0.8400,0.3000,-0.3000
K00797,5988.00,179.00,-197.00,4.541,0.048,-0.192,-0.5200,0.3000,-0.3000
K00800,6214.00,174.00,-239.00,4.442,0.054,-0.216,0.0700,0.2500,-0.3000
K00801,5539.00,83.00,-74.00,4.322,0.137,-0.100,0.1600,0.1500,-0.1500
K00802,5710.00,76.00,-85.00,4.492,0.048,-0.112,-0.1000,0.1500,-0.1500
K00804,5349.00,167.00,-167.00,4.526,0.063,-0.108,-0.1200,0.3000,-0.3000
K00806,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.2100,0.1500,-0.2000
K00809,5934.00,160.00,-178.00,4.491,0.065,-0.195,-0.3800,0.3000,-0.3000
K00810,5170.00,155.00,-155.00,4.574,0.026,-0.097,0.1800,0.2000,-0.3000
K00811,4905.00,148.00,-148.00,4.544,0.072,-0.044,-0.0400,0.3000,-0.3000
K00812,3950.00,70.00,-86.00,4.754,0.042,-0.031,-0.4600,0.1500,-0.1500
K00813,5557.00,167.00,-167.00,4.592,0.034,-0.136,-0.3000,0.3000,-0.3000
K00814,5395.00,160.00,-160.00,4.615,0.032,-0.104,-0.3400,0.3000,-0.3000
K00815,5509.00,166.00,-166.00,4.482,0.081,-0.150,-0.1600,0.3000,-0.3000
K00816,5973.00,169.00,-232.00,4.439,0.052,-0.221,0.3600,0.1000,-0.3000
K00817,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.1000,0.1500,-0.1500
K00818,3692.00,73.00,-83.00,4.753,0.032,-0.039,0.2800,0.1500,-0.1500
K00820,6463.00,205.00,-205.00,4.500,0.087,-0.163,-1.6600,0.3000,-0.2000
K00821,5601.00,166.00,-166.00,4.410,0.116,-0.188,0.0800,0.2500,-0.3000
K00824,4986.00,79.00,-79.00,4.496,0.075,-0.025,0.1600,0.1500,-0.1500
K00825,4861.00,131.00,-146.00,4.574,0.054,-0.041,-0.0800,0.3000,-0.3000
K00826,5776.00,155.00,-155.00,4.554,0.042,-0.168,-0.1800,0.3000,-0.3000
K00829,5775.00,78.00,-78.00,4.405,0.066,-0.123,0.1600,0.1500,-0.1500
K00830,5150.00,82.00,-82.00,4.572,0.020,-0.064,0.0800,0.1500,-0.1500
K00834,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500
K00835,4959.00,99.00,nan,4.603,0.011,-0.060,0.1600,0.1500,-0.1500
K00837,4768.00,76.00,-85.00,4.536,0.056,-0.016,0.1800,0.1500,-0.1500
K00840,5035.00,151.00,-151.00,4.519,0.084,-0.063,-0.0600,0.3000,-0.3000
K00841,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.2100,0.1500,-0.1500
K00842,4702.00,128.00,-142.00,4.592,0.058,-0.027,-0.2200,0.3000,-0.3000
K00843,6073.00,190.00,-232.00,4.392,0.072,-0.217,0.2000,0.2000,-0.3000
K00844,5727.00,77.00,-85.00,4.463,0.040,-0.120,0.1400,0.1500,-0.1500
K00845,5878.00,158.00,-193.00,4.444,0.084,-0.196,-0.0600,0.3000,-0.3000
K00846,5862.00,177.00,-177.00,4.584,0.044,-0.176,-0.5200,0.3000,-0.3000
K00847,5510.00,82.00,-71.00,4.222,0.195,-0.105,0.1600,0.1500,-0.1000
K00849,5501.00,164.00,-147.00,4.462,0.084,-0.168,0.0200,0.2500,-0.3000
K00850,5386.00,159.00,-159.00,4.553,0.056,-0.104,-0.2000,0.3000,-0.3000
K00851,5815.00,157.00,-175.00,4.540,0.038,-0.212,-0.1200,0.3000,-0.3000
K00852,5653.00,154.00,-171.00,4.472,0.062,-0.188,0.1000,0.2500,-0.3000
K00853,5015.00,149.00,-149.00,4.499,0.090,-0.060,0.1000,0.2500,-0.3000
K00854,3593.00,71.00,-86.00,4.757,0.054,-0.027,0.2600,0.1500,-0.1500
K00855,5522.00,165.00,-148.00,4.586,0.048,-0.112,-0.4600,0.3000,-0.3000
K00856,6122.00,181.00,-218.00,4.487,0.052,-0.208,-0.1800,0.3000,-0.3000
K00857,5237.00,157.00,-157.00,4.572,0.028,-0.112,0.2400,0.2000,-0.3000
K00858,5697.00,154.00,-154.00,4.460,0.098,-0.182,-0.2600,0.3000,-0.3000
K00861,5265.00,73.00,-84.00,4.580,0.014,-0.081,0.1400,0.1500,-0.1500
K00863,5895.00,164.00,-184.00,4.503,0.050,-0.200,-0.0200,0.2500,-0.3000
K00864,5527.00,74.00,-83.00,4.484,0.040,-0.112,0.1600,0.1500,-0.1500
K00865,5453.00,81.00,-73.00,4.342,0.144,-0.108,0.1600,0.1500,-0.1500
K00867,5239.00,174.00,-158.00,4.523,0.060,-0.090,0.0000,0.2500,-0.3000
K00868,4245.00,85.00,-85.00,4.627,0.030,-0.018,0.1200,0.1500,-0.1500
K00869,5103.00,101.00,-101.00,4.562,0.032,-0.052,0.0400,0.1500,-0.1500
K00870,4072.00,73.00,-81.00,4.696,0.023,-0.028,-0.1800,0.1500,-0.1500
K00871,5875.00,140.00,-175.00,4.572,0.036,-0.144,-0.4200,0.3000,-0.3000
K00872,5149.00,113.00,-82.00,4.447,0.054,-0.036,0.4200,0.0500,-0.1500
K00873,5754.00,78.00,-78.00,4.345,0.110,-0.110,0.1600,0.1500,-0.1500
K00874,4986.00,82.00,-82.00,4.496,0.080,-0.025,0.1600,0.1500,-0.1500
K00875,3837.00,481.00,-259.00,4.747,0.105,-0.094,-0.0600,0.1500,-0.1500
K00877,4261.00,85.00,-85.00,4.641,0.027,-0.020,-0.0600,0.1500,-0.1500
K00878,4919.00,146.00,-146.00,4.566,0.072,-0.048,-0.2400,0.3000,-0.3000
K00880,5427.00,108.00,-108.00,4.463,0.064,-0.088,0.1600,0.1500,-0.1500
K00881,5067.00,102.00,-102.00,4.585,0.024,-0.048,-0.0800,0.1500,-0.1500
K00883,4820.00,130.00,-144.00,4.667,0.027,-0.063,-0.4000,0.3500,-0.3000
K00884,5097.00,152.00,-152.00,4.597,0.025,-0.085,0.2100,0.2000,-0.3500
K00886,3713.00,74.00,-92.00,4.779,0.063,-0.031,-0.1200,0.1500,-0.1500
K00887,5849.00,157.00,-192.00,4.517,0.039,-0.208,-0.0200,0.2500,-0.3000
K00889,5332.00,106.00,-96.00,4.500,0.050,-0.036,-0.0800,0.1500,-0.1500
K00890,6214.00,174.00,-217.00,4.442,0.054,-0.216,0.0700,0.2000,-0.3500
K00891,6063.00,181.00,-217.00,4.470,0.052,-0.208,-0.0200,0.2500,-0.3000
K00892,5121.00,76.00,-84.00,4.457,0.091,-0.039,0.1800,0.1500,-0.1500
K00893,6007.00,189.00,-189.00,4.457,0.081,-0.202,-0.2400,0.3000,-0.3000
K00896,5191.00,103.00,-103.00,4.564,0.016,-0.088,0.3400,0.1000,-0.1500
K00897,5855.00,70.00,-88.00,4.393,0.076,-0.123,0.1400,0.1500,-0.1500
K00898,3906.00,78.00,-86.00,4.730,0.052,-0.024,-0.3200,0.1500,-0.1500
K00899,3561.00,71.00,-89.00,4.855,0.055,-0.055,0.0000,0.1500,-0.1500
K00900,5942.00,176.00,-193.00,4.327,0.136,-0.187,-0.0400,0.2500,-0.3000
K00901,3950.00,560.00,-301.00,4.721,0.104,-0.085,-0.1400,0.1000,-0.1000
